Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-174430,"Telomere C-strand synthesis initiation",5,22,0.0015149428453381077,0.954645678258914,0.9937492332545657,4,4,2.9792939073439596E-4,9606,Homo sapiens,"ENSG00000198056;ENSG00000102977;ENSG00000166848;ENSG00000128513;ENSG00000107960","","R-HSA-9668597;R-HSA-174427;R-HSA-174425;R-HSA-9668831"
R-HSA-73780,"RNA Polymerase III Chain Elongation",5,22,0.0015149428453381077,0.954645678258914,0.9937492332545657,3,3,2.2344704305079697E-4,9606,Homo sapiens,"ENSG00000163882;ENSG00000186184;ENSG00000168495;ENSG00000121851;ENSG00000100142","","R-HSA-113446;R-HSA-113705;R-HSA-113451"
R-HSA-5358565,"Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)",5,22,0.0015149428453381077,0.954645678258914,0.9937492332545657,8,10,7.448234768359899E-4,9606,Homo sapiens,"ENSG00000062822;ENSG00000175482;ENSG00000116062;ENSG00000106628;ENSG00000106399","","R-HSA-5358912;R-HSA-5358579;R-HSA-5358597;R-HSA-5358599;R-HSA-5358518;R-HSA-5444516;R-HSA-5358525;R-HSA-5358510"
R-HSA-5696399,"Global Genome Nucleotide Excision Repair (GG-NER)",29,92,0.006335215535050269,0.9582986068860445,0.9937492332545657,20,20,0.0014896469536719798,9606,Homo sapiens,"ENSG00000103275;ENSG00000163918;ENSG00000175482;ENSG00000104884;ENSG00000134899;ENSG00000012061;ENSG00000129484;ENSG00000134574;ENSG00000106628;ENSG00000073050;ENSG00000062822;ENSG00000115274;ENSG00000179262;ENSG00000213780;ENSG00000148229;ENSG00000033800;ENSG00000111445;ENSG00000158290;ENSG00000166200;ENSG00000122008;ENSG00000100811;ENSG00000221983;ENSG00000143947;ENSG00000188612;ENSG00000101442;ENSG00000106399;ENSG00000123552","","R-HSA-5690996;R-HSA-109955;R-HSA-5690997;R-HSA-5696465;R-HSA-5691006;R-HSA-5696670;R-HSA-5691004;R-HSA-5696664;R-HSA-5691000;R-HSA-5691001;R-HSA-6790487;R-HSA-6790454;R-HSA-5690213;R-HSA-5689317;R-HSA-5689861;R-HSA-6782943;R-HSA-5690990;R-HSA-5696655;R-HSA-5690991;R-HSA-5690988"
R-HSA-5357905,"Regulation of TNFR1 signaling",11,41,0.002823302575402837,0.9584454831151901,0.9937492332545657,11,17,0.0012661999106211828,9606,Homo sapiens,"ENSG00000143258;ENSG00000118503;ENSG00000221983;ENSG00000125826;ENSG00000143947;ENSG00000036672;ENSG00000105270;ENSG00000204628;ENSG00000102871;ENSG00000110330","","R-HSA-9697747;R-HSA-5693108;R-HSA-3371360;R-HSA-5357845;R-HSA-5357828;R-HSA-9697750;R-HSA-5626962;R-HSA-5634221;R-HSA-5357928;R-HSA-5693055;R-HSA-5661517"
R-HSA-167172,"Transcription of the HIV genome",25,81,0.0055777441123812145,0.9584520937034919,0.9937492332545657,47,47,0.0035006703411291523,9606,Homo sapiens,"ENSG00000213246;ENSG00000104884;ENSG00000197265;ENSG00000137947;ENSG00000178913;ENSG00000114503;ENSG00000090061;ENSG00000120656;ENSG00000148835;ENSG00000112592;ENSG00000011007;ENSG00000141384;ENSG00000163882;ENSG00000106290;ENSG00000102978;ENSG00000082258;ENSG00000101654;ENSG00000185049;ENSG00000166337;ENSG00000125651;ENSG00000129315;ENSG00000213780;ENSG00000187735;ENSG00000100142","","R-HSA-167234;R-HSA-167111;R-HSA-167115;R-HSA-167113;R-HSA-167118;R-HSA-167181;R-HSA-167117;R-HSA-170706;R-HSA-170704;R-HSA-167121;R-HSA-167191;R-HSA-167130;R-HSA-167192;R-HSA-167128;R-HSA-167134;R-HSA-167196;R-HSA-167197;R-HSA-167133;R-HSA-9613490;R-HSA-167459;R-HSA-167136;R-HSA-167072;R-HSA-167076;R-HSA-167077;R-HSA-9613498;R-HSA-167147;R-HSA-167083;R-HSA-167150;R-HSA-167087;R-HSA-167148;R-HSA-167084;R-HSA-167468;R-HSA-167085;R-HSA-167474;R-HSA-167090;R-HSA-167282;R-HSA-167089;R-HSA-167153;R-HSA-167478;R-HSA-167284;R-HSA-167477;R-HSA-167098;R-HSA-167288;R-HSA-167097;R-HSA-167481;R-HSA-167484;R-HSA-167292"
R-HSA-69190,"DNA strand elongation",10,38,0.002616719460129459,0.9584547412971913,0.9937492332545657,12,15,0.0011172352152539848,9606,Homo sapiens,"ENSG00000062822;ENSG00000163918;ENSG00000175482;ENSG00000198056;ENSG00000076003;ENSG00000106628;ENSG00000111445;ENSG00000106399","","R-HSA-69152;R-HSA-69074;R-HSA-69140;R-HSA-69127;R-HSA-69063;R-HSA-69142;R-HSA-69144;R-HSA-69053;R-HSA-176942;R-HSA-69116;R-HSA-69068;R-HSA-169468"
R-HSA-9675126,"Diseases of mitotic cell cycle",10,38,0.002616719460129459,0.9584547412971913,0.9937492332545657,4,5,3.7241173841799495E-4,9606,Homo sapiens,"ENSG00000094880;ENSG00000105325;ENSG00000166295;ENSG00000112576;ENSG00000129757;ENSG00000114126;ENSG00000204209;ENSG00000111276;ENSG00000118971;ENSG00000124762","","R-HSA-9687377;R-HSA-9659782;R-HSA-9670619;R-HSA-9670620"
R-HSA-1296065,"Inwardly rectifying K+ channels",10,38,0.002616719460129459,0.9584547412971913,0.9937492332545657,4,7,5.213764337851929E-4,9606,Homo sapiens,"ENSG00000120457;ENSG00000242616;ENSG00000127928;ENSG00000184185;ENSG00000168135;ENSG00000162728;ENSG00000172354;ENSG00000182324;ENSG00000167414;ENSG00000127588","","R-HSA-1013020;R-HSA-1013013;R-HSA-1013012;R-HSA-1296046"
R-HSA-399954,"Sema3A PAK dependent Axon repulsion",4,19,0.0013083597300647294,0.9587661348671965,0.9937492332545657,6,6,4.4689408610159393E-4,9606,Homo sapiens,"ENSG00000076356;ENSG00000106683;ENSG00000136238;ENSG00000096384","","R-HSA-399939;R-HSA-399952;R-HSA-399950;R-HSA-419644;R-HSA-419645;R-HSA-399930"
R-HSA-196299,"Beta-catenin phosphorylation cascade",4,19,0.0013083597300647294,0.9587661348671965,0.9937492332545657,4,4,2.9792939073439596E-4,9606,Homo sapiens,"ENSG00000068971;ENSG00000181274;ENSG00000066027;ENSG00000165879","","R-HSA-195283;R-HSA-195318;R-HSA-195287;R-HSA-195300"
R-HSA-1810476,"RIP-mediated NFkB activation via ZBP1",4,19,0.0013083597300647294,0.9587661348671965,0.9937492332545657,3,4,2.9792939073439596E-4,9606,Homo sapiens,"ENSG00000077150;ENSG00000104825;ENSG00000127666;ENSG00000173039","","R-HSA-9604480;R-HSA-168910;R-HSA-168140"
R-HSA-446353,"Cell-extracellular matrix interactions",4,19,0.0013083597300647294,0.9587661348671965,0.9937492332545657,6,10,7.448234768359899E-4,9606,Homo sapiens,"ENSG00000166333;ENSG00000128591;ENSG00000125753;ENSG00000188677","","R-HSA-446391;R-HSA-430308;R-HSA-432946;R-HSA-432897;R-HSA-446364;R-HSA-430347"
R-HSA-975577,"N-Glycan antennae elongation",4,19,0.0013083597300647294,0.9587661348671965,0.9937492332545657,2,6,4.4689408610159393E-4,9606,Homo sapiens,"ENSG00000121578;ENSG00000073849;ENSG00000158850;ENSG00000086062","","R-HSA-975902;R-HSA-975919"
R-HSA-456926,"Thrombin signalling through proteinase activated receptors (PARs)",9,35,0.0024101363448560805,0.9587693282844101,0.9937492332545657,12,15,0.0011172352152539848,9606,Homo sapiens,"ENSG00000242616;ENSG00000127928;ENSG00000197122;ENSG00000141480;ENSG00000172354;ENSG00000102882;ENSG00000167414;ENSG00000127588","","R-HSA-396996;R-HSA-397891;R-HSA-418163;R-HSA-418176;R-HSA-418158;R-HSA-114552;R-HSA-418172;R-HSA-396941;R-HSA-418170;R-HSA-397835;R-HSA-418200;R-HSA-114558"
R-HSA-418360,"Platelet calcium homeostasis",9,35,0.0024101363448560805,0.9587693282844101,0.9937492332545657,6,8,5.958587814687919E-4,9606,Homo sapiens,"ENSG00000096433;ENSG00000099957;ENSG00000167323;ENSG00000109991;ENSG00000135124;ENSG00000058668;ENSG00000276045;ENSG00000074370;ENSG00000187848","","R-HSA-418309;R-HSA-434798;R-HSA-434700;R-HSA-418365;R-HSA-139854;R-HSA-139855"
R-HSA-420092,"Glucagon-type ligand receptors",9,35,0.0024101363448560805,0.9587693282844101,0.9937492332545657,3,8,5.958587814687919E-4,9606,Homo sapiens,"ENSG00000010310;ENSG00000242616;ENSG00000106018;ENSG00000127928;ENSG00000114812;ENSG00000172354;ENSG00000112164;ENSG00000167414;ENSG00000127588","","R-HSA-420274;R-HSA-381612;R-HSA-420233"
R-HSA-400042,"Adrenaline,noradrenaline inhibits insulin secretion",8,32,0.0022035532295827023,0.9594768167926979,0.9937492332545657,6,6,4.4689408610159393E-4,9606,Homo sapiens,"ENSG00000184160;ENSG00000242616;ENSG00000127928;ENSG00000172354;ENSG00000165995;ENSG00000114353;ENSG00000167414;ENSG00000127588","","R-HSA-400071;R-HSA-400037;R-HSA-400097;R-HSA-400046;R-HSA-400063;R-HSA-400092"
R-HSA-210500,"Glutamate Neurotransmitter Release Cycle",8,32,0.0022035532295827023,0.9594768167926979,0.9937492332545657,4,8,5.958587814687919E-4,9606,Homo sapiens,"ENSG00000104888;ENSG00000143847;ENSG00000005379;ENSG00000105649;ENSG00000177380;ENSG00000198722;ENSG00000135423","","R-HSA-70609;R-HSA-210426;R-HSA-210430;R-HSA-210444"
R-HSA-9022699,"MECP2 regulates neuronal receptors and channels",8,32,0.0022035532295827023,0.9594768167926979,0.9937492332545657,8,26,0.0019365410397735737,9606,Homo sapiens,"ENSG00000082556;ENSG00000196396;ENSG00000096060;ENSG00000059804","","R-HSA-9022728;R-HSA-9022186;R-HSA-9023549;R-HSA-9021951;R-HSA-9022175;R-HSA-9022734;R-HSA-9021954;R-HSA-9023538"
R-HSA-167152,"Formation of HIV elongation complex in the absence of HIV Tat",14,50,0.003443051921222972,0.9596441211113516,0.9937492332545657,2,2,1.4896469536719798E-4,9606,Homo sapiens,"ENSG00000213246;ENSG00000104884;ENSG00000114503;ENSG00000090061;ENSG00000011007;ENSG00000163882;ENSG00000102978;ENSG00000082258;ENSG00000185049;ENSG00000125651;ENSG00000129315;ENSG00000213780;ENSG00000187735;ENSG00000100142","","R-HSA-167077;R-HSA-167084"
R-HSA-6804756,"Regulation of TP53 Activity through Phosphorylation",30,95,0.006541798650323647,0.9597668338643347,0.9937492332545657,15,26,0.0019365410397735737,9606,Homo sapiens,"ENSG00000163918;ENSG00000178913;ENSG00000172613;ENSG00000133101;ENSG00000120656;ENSG00000164053;ENSG00000204435;ENSG00000163349;ENSG00000149311;ENSG00000166337;ENSG00000111725;ENSG00000070770;ENSG00000106617;ENSG00000111445;ENSG00000131791;ENSG00000118046;ENSG00000173846;ENSG00000148835;ENSG00000112592;ENSG00000141384;ENSG00000106290;ENSG00000221983;ENSG00000181929;ENSG00000143947;ENSG00000101266;ENSG00000183765;ENSG00000106399","","R-HSA-6799431;R-HSA-6798373;R-HSA-6805285;R-HSA-6805061;R-HSA-6799332;R-HSA-6798372;R-HSA-6805059;R-HSA-3222006;R-HSA-6805035;R-HSA-6805399;R-HSA-6805109;R-HSA-69685;R-HSA-3222020;R-HSA-6805470;R-HSA-5693609"
R-HSA-77075,"RNA Pol II CTD phosphorylation and interaction with CE",7,29,0.001996970114309324,0.9606914932711226,0.9937492332545657,5,5,3.7241173841799495E-4,9606,Homo sapiens,"ENSG00000104884;ENSG00000163882;ENSG00000102978;ENSG00000101654;ENSG00000125651;ENSG00000213780;ENSG00000100142","","R-HSA-77073;R-HSA-113430;R-HSA-77069;R-HSA-77068;R-HSA-77071"
R-HSA-167160,"RNA Pol II CTD phosphorylation and interaction with CE during HIV infection",7,29,0.001996970114309324,0.9606914932711226,0.9937492332545657,5,5,3.7241173841799495E-4,9606,Homo sapiens,"ENSG00000104884;ENSG00000163882;ENSG00000102978;ENSG00000101654;ENSG00000125651;ENSG00000213780;ENSG00000100142","","R-HSA-167153;R-HSA-167111;R-HSA-167098;R-HSA-167128;R-HSA-167133"
R-HSA-982772,"Growth hormone receptor signaling",7,29,0.001996970114309324,0.9606914932711226,0.9937492332545657,11,28,0.0020855057351407717,9606,Homo sapiens,"ENSG00000126561;ENSG00000114737;ENSG00000196396;ENSG00000185338;ENSG00000173757;ENSG00000102882","","R-HSA-452102;R-HSA-507937;R-HSA-1168393;R-HSA-1168809;R-HSA-1169192;R-HSA-1168459;R-HSA-1168394;R-HSA-1169210;R-HSA-1168813;R-HSA-1168445;R-HSA-1168894"
R-HSA-5649702,"APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway",2,12,8.263324610935132E-4,0.9621148144291956,0.9937492332545657,9,9,6.703411291523909E-4,9606,Homo sapiens,"ENSG00000154328;ENSG00000073050","","R-HSA-5649734;R-HSA-5649701;R-HSA-5649726;R-HSA-5649711;R-HSA-5649724;R-HSA-5649708;R-HSA-5649725;R-HSA-5649723;R-HSA-5649705"
R-HSA-112411,"MAPK1 (ERK2) activation",2,12,8.263324610935132E-4,0.9621148144291956,0.9937492332545657,3,3,2.2344704305079697E-4,9606,Homo sapiens,"ENSG00000126934;ENSG00000102882","","R-HSA-109858;R-HSA-109862;R-HSA-109864"
R-HSA-433692,"Proton-coupled monocarboxylate transport",2,12,8.263324610935132E-4,0.9621148144291956,0.9937492332545657,2,2,1.4896469536719798E-4,9606,Homo sapiens,"ENSG00000172270;ENSG00000141526","","R-HSA-433698;R-HSA-9645220"
R-HSA-9715370,"Miro GTPase Cycle",2,12,8.263324610935132E-4,0.9621148144291956,0.9937492332545657,4,6,4.4689408610159393E-4,9606,Homo sapiens,"ENSG00000182606;ENSG00000126858","","R-HSA-9018824;R-HSA-9018815;R-HSA-9018814;R-HSA-9018817"
R-HSA-2025928,"Calcineurin activates NFAT",2,12,8.263324610935132E-4,0.9621148144291956,0.9937492332545657,2,3,2.2344704305079697E-4,9606,Homo sapiens,"ENSG00000131196;ENSG00000072736","","R-HSA-2025882;R-HSA-2025890"
R-HSA-418889,"Caspase activation via Dependence Receptors in the absence of ligand",2,12,8.263324610935132E-4,0.9621148144291956,0.9937492332545657,5,8,5.958587814687919E-4,9606,Homo sapiens,"ENSG00000164305;ENSG00000113763","","R-HSA-418852;R-HSA-418846;R-HSA-418845;R-HSA-373705;R-HSA-374699"
R-HSA-8866907,"Activation of the TFAP2 (AP-2) family of transcription factors",2,12,8.263324610935132E-4,0.9621148144291956,0.9937492332545657,2,4,2.9792939073439596E-4,9606,Homo sapiens,"ENSG00000179862;ENSG00000116819","","R-HSA-8864278;R-HSA-8864307"
R-HSA-450520,"HuR (ELAVL1) binds and stabilizes mRNA",2,12,8.263324610935132E-4,0.9621148144291956,0.9937492332545657,3,7,5.213764337851929E-4,9606,Homo sapiens,"ENSG00000140350;ENSG00000163932","","R-HSA-450533;R-HSA-450595;R-HSA-450387"
R-HSA-8853383,"Lysosomal oligosaccharide catabolism",2,12,8.263324610935132E-4,0.9621148144291956,0.9937492332545657,2,5,3.7241173841799495E-4,9606,Homo sapiens,"ENSG00000104774;ENSG00000109323","","R-HSA-8853686;R-HSA-8853710"
R-HSA-448706,"Interleukin-1 processing",2,12,8.263324610935132E-4,0.9621148144291956,0.9937492332545657,1,5,3.7241173841799495E-4,9606,Homo sapiens,"ENSG00000077150;ENSG00000173039","","R-HSA-448703"
R-HSA-1368082,"RORA activates gene expression",6,26,0.0017903869990359455,0.9625635682167466,0.9937492332545657,4,4,2.9792939073439596E-4,9606,Homo sapiens,"ENSG00000186350;ENSG00000130589;ENSG00000069667;ENSG00000110090;ENSG00000186951","","R-HSA-1368081;R-HSA-5663264;R-HSA-1801587;R-HSA-5663293"
R-HSA-6791312,"TP53 Regulates Transcription of Cell Cycle Genes",19,65,0.004475967497589863,0.9636405917521335,0.9937492332545657,24,42,0.0031282586027111575,9606,Homo sapiens,"ENSG00000090097;ENSG00000159388;ENSG00000181163;ENSG00000114126;ENSG00000116017;ENSG00000104808;ENSG00000111276;ENSG00000133101;ENSG00000173846;ENSG00000161642;ENSG00000149115;ENSG00000126457;ENSG00000103479;ENSG00000124762","","R-HSA-3215152;R-HSA-6798020;R-HSA-6791363;R-HSA-6798031;R-HSA-6803403;R-HSA-6801675;R-HSA-6798282;R-HSA-6803400;R-HSA-6802165;R-HSA-6803892;R-HSA-6803411;R-HSA-6803858;R-HSA-6803871;R-HSA-6803391;R-HSA-3215144;R-HSA-6802973;R-HSA-69562;R-HSA-6803388;R-HSA-6798044;R-HSA-6798268;R-HSA-187934;R-HSA-6791387;R-HSA-6802170;R-HSA-6803801"
R-HSA-73943,"Reversal of alkylation damage by DNA dioxygenases",3,16,0.0011017766147913511,0.964803476789233,0.9937492332545657,13,13,9.682705198867869E-4,9606,Homo sapiens,"ENSG00000189046;ENSG00000091542;ENSG00000138303","","R-HSA-5657649;R-HSA-5657617;R-HSA-5657637;R-HSA-5657665;R-HSA-112118;R-HSA-112121;R-HSA-112120;R-HSA-112123;R-HSA-8857692;R-HSA-112125;R-HSA-5657642;R-HSA-112124;R-HSA-5657641"
R-HSA-2428933,"SHC-related events triggered by IGF1R",3,16,0.0011017766147913511,0.964803476789233,0.9937492332545657,5,5,3.7241173841799495E-4,9606,Homo sapiens,"ENSG00000160691","","R-HSA-2404193;R-HSA-2404195;R-HSA-5686318;R-HSA-5686072;R-HSA-5686073"
R-HSA-975144,"IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation",3,16,0.0011017766147913511,0.964803476789233,0.9937492332545657,4,4,2.9792939073439596E-4,9606,Homo sapiens,"ENSG00000221983;ENSG00000143947;ENSG00000175104","","R-HSA-975119;R-HSA-975142;R-HSA-975122;R-HSA-975139"
R-HSA-937039,"IRAK1 recruits IKK complex",3,16,0.0011017766147913511,0.964803476789233,0.9937492332545657,4,4,2.9792939073439596E-4,9606,Homo sapiens,"ENSG00000221983;ENSG00000143947;ENSG00000175104","","R-HSA-937050;R-HSA-937034;R-HSA-937032;R-HSA-937044"
R-HSA-8941856,"RUNX3 regulates NOTCH signaling",3,16,0.0011017766147913511,0.964803476789233,0.9937492332545657,5,7,5.213764337851929E-4,9606,Homo sapiens,"ENSG00000168214;ENSG00000100603;ENSG00000108773","","R-HSA-1980047;R-HSA-8878243;R-HSA-4396347;R-HSA-8878237;R-HSA-8878220"
R-HSA-9617629,"Regulation of FOXO transcriptional activity by acetylation",3,16,0.0011017766147913511,0.964803476789233,0.9937492332545657,6,9,6.703411291523909E-4,9606,Homo sapiens,"ENSG00000184481;ENSG00000118689;ENSG00000265972","","R-HSA-9617683;R-HSA-9620515;R-HSA-9617735;R-HSA-9620532;R-HSA-9617758;R-HSA-9617660"
R-HSA-177128,"Conjugation of salicylate with glycine",3,16,0.0011017766147913511,0.964803476789233,0.9937492332545657,1,2,1.4896469536719798E-4,9606,Homo sapiens,"ENSG00000166840;ENSG00000149124;ENSG00000156689","","R-HSA-159574"
R-HSA-193144,"Estrogen biosynthesis",3,16,0.0011017766147913511,0.964803476789233,0.9937492332545657,3,7,5.213764337851929E-4,9606,Homo sapiens,"ENSG00000198189;ENSG00000170509;ENSG00000108786;ENSG00000087076","","R-HSA-6810594;R-HSA-804969;R-HSA-5693390"
R-HSA-5368286,"Mitochondrial translation initiation",30,96,0.006610659688748106,0.9649796368465561,0.9937492332545657,3,4,2.9792939073439596E-4,9606,Homo sapiens,"ENSG00000130312;ENSG00000175581;ENSG00000135900;ENSG00000136897;ENSG00000204316;ENSG00000278845;ENSG00000144029;ENSG00000143436;ENSG00000154719;ENSG00000125901;ENSG00000061794;ENSG00000158042;ENSG00000055950;ENSG00000159111;ENSG00000122033;ENSG00000162910;ENSG00000185414;ENSG00000259494;ENSG00000122140;ENSG00000155463;ENSG00000175110;ENSG00000198015;ENSG00000113048;ENSG00000112110;ENSG00000112651;ENSG00000074071;ENSG00000135972;ENSG00000204568;ENSG00000166902;ENSG00000106591","","R-HSA-5368279;R-HSA-5389849;R-HSA-5389839"
R-HSA-73980,"RNA Polymerase III Transcription Termination",5,23,0.0015838038837625672,0.9652910762486779,0.9937492332545657,2,2,1.4896469536719798E-4,9606,Homo sapiens,"ENSG00000163882;ENSG00000186184;ENSG00000168495;ENSG00000121851;ENSG00000100142","","R-HSA-113449;R-HSA-113454"
R-HSA-4419969,"Depolymerisation of the Nuclear Lamina",5,23,0.0015838038837625672,0.9652910762486779,0.9937492332545657,4,6,4.4689408610159393E-4,9606,Homo sapiens,"ENSG00000175826;ENSG00000205423;ENSG00000102119;ENSG00000161904;ENSG00000132793","","R-HSA-5221130;R-HSA-5195402;R-HSA-5229194;R-HSA-4419948"
R-HSA-1606322,"ZBP1(DAI) mediated induction of type I IFNs",5,23,0.0015838038837625672,0.9652910762486779,0.9937492332545657,7,11,8.193058245195889E-4,9606,Homo sapiens,"ENSG00000077150;ENSG00000104825;ENSG00000126456;ENSG00000127666;ENSG00000173039","","R-HSA-1606345;R-HSA-9604480;R-HSA-2032396;R-HSA-168910;R-HSA-2395992;R-HSA-168140;R-HSA-1606327"
R-HSA-5358508,"Mismatch Repair",5,23,0.0015838038837625672,0.9652910762486779,0.9937492332545657,9,17,0.0012661999106211828,9606,Homo sapiens,"ENSG00000062822;ENSG00000175482;ENSG00000116062;ENSG00000106628;ENSG00000106399","","R-HSA-5358912;R-HSA-5358579;R-HSA-5358597;R-HSA-5358599;R-HSA-5358518;R-HSA-5444516;R-HSA-5358619;R-HSA-5358525;R-HSA-5358510"
R-HSA-6781827,"Transcription-Coupled Nucleotide Excision Repair (TC-NER)",26,85,0.0058531882660790525,0.9653259535098377,0.9937492332545657,17,17,0.0012661999106211828,9606,Homo sapiens,"ENSG00000076924;ENSG00000163918;ENSG00000175482;ENSG00000104884;ENSG00000134899;ENSG00000012061;ENSG00000110107;ENSG00000106628;ENSG00000111445;ENSG00000073050;ENSG00000158290;ENSG00000062822;ENSG00000122008;ENSG00000166200;ENSG00000163882;ENSG00000102978;ENSG00000221983;ENSG00000143947;ENSG00000213780;ENSG00000148229;ENSG00000187735;ENSG00000106399;ENSG00000084072;ENSG00000100142","","R-HSA-6782211;R-HSA-9684118;R-HSA-6782208;R-HSA-6781824;R-HSA-6781867;R-HSA-6781833;R-HSA-6782069;R-HSA-6782004;R-HSA-6782227;R-HSA-6782131;R-HSA-6782224;R-HSA-6781840;R-HSA-6782141;R-HSA-6782204;R-HSA-6782138;R-HSA-6782234;R-HSA-6781818"
R-HSA-75158,"TRAIL  signaling",1,8,5.508883073956756E-4,0.9661236906205238,0.9937492332545657,6,6,4.4689408610159393E-4,9606,Homo sapiens,"ENSG00000120889","","R-HSA-141139;R-HSA-75187;R-HSA-141316;R-HSA-75238;R-HSA-5635741;R-HSA-75146"
R-HSA-112122,"ALKBH2 mediated reversal of alkylation damage",1,8,5.508883073956756E-4,0.9661236906205238,0.9937492332545657,6,6,4.4689408610159393E-4,9606,Homo sapiens,"ENSG00000189046","","R-HSA-5657649;R-HSA-5657665;R-HSA-112118;R-HSA-112121;R-HSA-112120;R-HSA-5657641"
R-HSA-187024,"NGF-independant TRKA activation",1,8,5.508883073956756E-4,0.9661236906205238,0.9937492332545657,4,4,2.9792939073439596E-4,9606,Homo sapiens,"ENSG00000198400","","R-HSA-9612996;R-HSA-187678;R-HSA-9613023;R-HSA-187661"
R-HSA-182218,"Nef Mediated CD8 Down-regulation",1,8,5.508883073956756E-4,0.9661236906205238,0.9937492332545657,3,3,2.2344704305079697E-4,9606,Homo sapiens,"ENSG00000196961","","R-HSA-182198;R-HSA-182186;R-HSA-182171"
R-HSA-187706,"Signalling to p38 via RIT and RIN",1,8,5.508883073956756E-4,0.9661236906205238,0.9937492332545657,3,3,2.2344704305079697E-4,9606,Homo sapiens,"ENSG00000198400","","R-HSA-187698;R-HSA-187746;R-HSA-187697"
R-HSA-8849470,"PTK6 Regulates Cell Cycle",1,8,5.508883073956756E-4,0.9661236906205238,0.9937492332545657,2,2,1.4896469536719798E-4,9606,Homo sapiens,"ENSG00000111276","","R-HSA-8848436;R-HSA-8848414"
R-HSA-111957,"Cam-PDE 1 activation",1,8,5.508883073956756E-4,0.9661236906205238,0.9937492332545657,2,2,1.4896469536719798E-4,9606,Homo sapiens,"ENSG00000123360","","R-HSA-111955;R-HSA-111956"
R-HSA-176417,"Phosphorylation of Emi1",1,8,5.508883073956756E-4,0.9661236906205238,0.9937492332545657,2,2,1.4896469536719798E-4,9606,Homo sapiens,"ENSG00000105325","","R-HSA-174122;R-HSA-174174"
R-HSA-5619063,"Defective SLC29A3 causes histiocytosis-lymphadenopathy plus syndrome (HLAS)",1,8,5.508883073956756E-4,0.9661236906205238,0.9937492332545657,1,1,7.448234768359899E-5,9606,Homo sapiens,"ENSG00000198246","","R-HSA-5628807"
R-HSA-166665,"Terminal pathway of complement",1,8,5.508883073956756E-4,0.9661236906205238,0.9937492332545657,4,5,3.7241173841799495E-4,9606,Homo sapiens,"ENSG00000120885","","R-HSA-173723;R-HSA-173720;R-HSA-173725;R-HSA-173709"
R-HSA-111459,"Activation of caspases through apoptosome-mediated cleavage",1,8,5.508883073956756E-4,0.9661236906205238,0.9937492332545657,1,2,1.4896469536719798E-4,9606,Homo sapiens,"ENSG00000164305","","R-HSA-114252"
R-HSA-75094,"Formation of the Editosome",1,8,5.508883073956756E-4,0.9661236906205238,0.9937492332545657,1,2,1.4896469536719798E-4,9606,Homo sapiens,"ENSG00000244509","","R-HSA-77609"
R-HSA-446388,"Regulation of cytoskeletal remodeling and cell spreading by IPP complex components",1,8,5.508883073956756E-4,0.9661236906205238,0.9937492332545657,2,5,3.7241173841799495E-4,9606,Homo sapiens,"ENSG00000188677","","R-HSA-430308;R-HSA-432946"
R-HSA-3065676,"SUMO is conjugated to E1 (UBA2:SAE1)",1,8,5.508883073956756E-4,0.9661236906205238,0.9937492332545657,1,3,2.2344704305079697E-4,9606,Homo sapiens,"ENSG00000188612","","R-HSA-2993784"
R-HSA-9667769,"Acetylcholine inhibits contraction of outer hair cells",1,8,5.508883073956756E-4,0.9661236906205238,0.9937492332545657,1,4,2.9792939073439596E-4,9606,Homo sapiens,"ENSG00000080709","","R-HSA-9663752"
R-HSA-2660825,"Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant",1,8,5.508883073956756E-4,0.9661236906205238,0.9937492332545657,1,5,3.7241173841799495E-4,9606,Homo sapiens,"ENSG00000128917","","R-HSA-2660815"
R-HSA-5362798,"Release of Hh-Np from the secreting cell",1,8,5.508883073956756E-4,0.9661236906205238,0.9937492332545657,1,5,3.7241173841799495E-4,9606,Homo sapiens,"ENSG00000185269","","R-HSA-5362553"
R-HSA-2660826,"Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant",1,8,5.508883073956756E-4,0.9661236906205238,0.9937492332545657,1,5,3.7241173841799495E-4,9606,Homo sapiens,"ENSG00000128917","","R-HSA-2660815"
R-HSA-5685938,"HDR through Single Strand Annealing (SSA)",10,39,0.002685580498553918,0.9663887423459028,0.9937492332545657,6,6,4.4689408610159393E-4,9606,Homo sapiens,"ENSG00000163918;ENSG00000012061;ENSG00000164053;ENSG00000111445;ENSG00000149311;ENSG00000002016;ENSG00000172613;ENSG00000106399","","R-HSA-5686642;R-HSA-5686657;R-HSA-5693564;R-HSA-5693580;R-HSA-5686587;R-HSA-75998"
